English	Английська
1319797596	Вони не проходять через мене.
1813152440	Велике ранчо, га?
526989031	Я бачив більше.
798994880	Був дощ, га?
751290997	Ви зроблені з цукру чи що?
778971126	З вами все гаразд?
1308830227	Я почуваюся як лайно.
2059198796	Ви чули про Флагстон?
617562221	Так. Довбані дурниці.
613565558	Думаєш, він був один?
1556396043	Не можу бути впевненим. Будь уважніше.
843921976	Бачиш хлопця?
1870759258	Так. Чортовий мисливець за головами.
2040304135	Є уявлення, що відбувається?
1072972777	Мої гроші на болотних відьом.
318658455	Думаєш це правда? Диявол?
398370780	Фігня.
2101751536	Ви думаєте, що ми можемо мати дівчину?
653617457	Звичайно, але я відріжу тобі член.
639734140	Що так довго?
1556017382	У нас відсталі.
1609638288	У вас є замовлення?
727568906	Звичайно. Це все тут.
104283532	У Лігво Дракона після зміни?
291182726	Хе-хе, розраховуй на мене.
1616305068	Ви чули про болотяних відьом?
1747991805	Ти віриш у це лайно?
270859230	Що сталося з командою Бакстера?
820013684	Не знаю, байдуже.
571114936	Цікаво, що на цьому кораблі?
1441419986	Речі вище вашого рівня оплати праці.
1042432921	Що з Френком?
1910622701	Він про щось замислюється.
1939765259	Що з новими хлопцями?
1837604258	Вони схожі на біду.
1159826515	Ви чули про Новий Орлеан?
115889478	Я чую всяке.
1394351873	Думаєш, вони пройдуть сюди?
726062406	ДеВітт так вважає.
647364467	Френк не жартував щодо цих хлопців.
1897321809	Ми їх дістанемо.
1550068151	Нервуєш серед багатих людей, га?
1294237773	Замовкни.
164566410	Не можу повірити, що ми отримаємо подвійну зарплату.
919588120	Так. Френк втрачає.
377812646	Думаєш вони прийдуть?
1829192794	Френк каже, що так і буде.
1506684798	Нагадує мені про старі добрі часи.
1482141939	Так. Все ще гаряче.
815439882	Мабуть, його застрелила наречена...
1220306816	Блін, і в день весілля. Ми повинні знайти її.
795150813	Не думав, що в міс О'Хара є...
2101247489	Вона напевно десь ховається. Тримайте очі відкритими!
1773488079	Бачите щось підозріле?
1393023654	Ні, нічого. Наречена все ще розпущена, хе-хе.
216553564	Ця сука. Вона справді застрелила мера?
1914650132	Так. Продовжуй дивитись! Вона ще має бути тут.
1626053940	Неважко помітити її в цій весільній сукні.
663413808	Ми її ще не отримали. Будемо пильнувати.
1713519856	Вистрілив у нього з тієї старої рушниці з його офісу.
1347688612	Блін, у неї вогонь. Шкода, що ми повинні її вбити.
1549494257	Міс О'Хара тікає! Тримайте очі відкритими.
1660614251	Вона справді застрелила Хіггінса? шиїіт...
1384370286	Руде волосся, весільна сукня в крові...
1564416195	Таку ні з ким не сплутати. Стріляйте одразу, як побачите.
1556866621	Ми повинні знайти її. Хіггінс мертвий, до біса.
791506338	Так, вона заплатить за це.
1588598519	Кажу тобі, добре це не закінчиться.
1632029670	Так, я чув про це.
303471306	Довірте це професіоналам.
1882027727	Ось про що я говорю.
33733430	Не кажи нікому, гаразд?
1665614839	А як щодо іншого?
1291877905	У довгостроковій перспективі не має значення.
1347541565	Послухай хвилинку.
792449172	Звичайно, але що станеться тепер?
321630651	Не хвилюйтеся, я бачив це раніше.
335558195	Не впевнений, що стежу за вами.
681743251	Не можу повірити, що я це пропустив.
1015447519	Ось у чому різниця.
1442527014	Хе хе, тобі це сказав.
1249184003	Це не може бути правдою, правда?
951741986	Краще повір у це, друже.
1871159013	Так, але в цьому немає нічого нового.
1425141805	Останнім часом ви чуєте всілякі речі.
795143967	Припустімо, часи змінюються.
1015248530	Для мене це новина.
1430531581	А де я був?
170538406	Збився з думки... Ах, так.
1445017864	Як я вже казав...
1495818321	Добре, де ми були...
1660328201	Повернутися до справи...
901581960	Ти сюди не пройдеш.
302095887	Тут для вас нічого немає! Відвали.
476402428	Вам тут не до чого. Рухатися по!
954851404	Тобі краще не намагатися пройти повз мене.
1458995942	Ніхто не заходить всередину.
1206689677	Відступай. Тут нема чого дивитися.
589771817	У нас тут проблема? Відступай.
387444895	На що ти дивишся? Залишати!
1691889353	Відійди, розумієш?
978811524	Ого, ти хочеш туди? Шкода.
1485337258	Зараз це місце належить компанії. Відступаємо.
1912490676	Відступи. Довбані придурки.
1356432825	Тебе немає в списку гостей, друже.
1223311281	Мер зайнятий. Приходьте пізніше.
928160567	Ви не схожі на зустріч.
1327942117	Бізнес компанії. Відкажись.
418477261	Вам тут нема чого робити. Залишати.
541324382	Тільки чоловіки компанії.
1919899929	Ти не вийдеш звідси, мерзотник.
1054424512	Повертайся до свого намету, мудаку.
120225157	Ну. Ми передзвонимо вам, коли буде ваша зміна.
2140957104	Ця зона закрита для гостей.
2136299579	Залишайся з іншими гостями.
1218886085	Це не вихід на вечірку, розумієш?
2010412953	Ти дурний!
1834962360	Треба було послухати!
59912138	Невдалий хід!
1337396434	О ні, ні!
1227177747	Гей, я ж тобі сказав!
826064957	Зачекайте, це не так!
539088846	Гей, що ти робиш?
1969330897	Ти серйозно?
1111792879	Припини це, поганцю!
543913408	О, ти думаєш, що ти смішний!
443580274	Ох, який жартівник!
724995103	...
319026166	...
424127000	...
111144113	...
1100590389	...
1089977294	...
1806109170	За що я вам усім плачу? Отримати їх!
316290864	Будьте прокляті! Охоронці!
831227044	Привіт?! Охоронці!
791395241	Чоловіки! Подбайте про це!
1403579470	Охорона! Позбудься їх!
1518169020	Ця вечірка не для тебе!
1203772156	Не терплю зловмисників!
2071753645	У нас тут небажані гості!
829874037	Не на моїй вечірці!
1361837692	Мене так просто не дістанеш!
1114504376	Видаліться з моєї власності.
83552788	Ти не вивчив урок?!
1385884705	Я думав, ти розумніший за це!
2063215583	Де в біса мої чоловіки?
1481387523	Ти вбив моїх охоронців?
852313395	Мені все робити самому?!
2124095848	Мене оточує некомпетентність?
294645845	Мені не потрібна допомога, щоб придушити тебе.
1534316484	Повернутися до ваших публікацій. Стежити.
1140985821	Наразі їх немає. Повертайся до роботи.
776177291	Вони втекли. Тримай їх від гостей, розумієш?
1419293313	Вам там весело?
2031447793	Там нагорі! Стріляйте в них!
814595007	Чому б тобі не підійти сюди?!
1147097553	Це не захистить вас!
1130468245	...!
12732100	...!
1345396212	...!
437560815	...!
1150759503	...!
277531809	...
1939365411	...
996874399	...
1300627073	...
1627333702	...
1697172871	...
2043067875	...
1924943190	...
2133929721	...
1619329794	...
838453376	...
769866293	...
1008302202	...
1198551314	...
746890369	...
766215751	...!
2105095360	...!
337261154	...
1724074811	...
889977060	Вона мертва!
1702642194	Вони вбили її!
1246120804	Він мрець!
1720915391	Вони вбили його!
384829084	Мертве тіло!
188612431	Вбивство!
1643134449	Убитий іншим охоронцем. Хм.
1209633360	Один з охоронців убив його. Цікаво.
408667828	Мене вбив інший охоронець.
812740126	Один з охоронців убив її. Цікаво.
1023904583	Убитий кимось зі своїх. Це може бути?
1988609732	Хм. За це відповідає один із охоронців.
1592973206	Яка тут ваша мета?
884792297	Це ваша груба спроба пожартувати?
70372748	Я так легко не злякаюся.
590406555	Ніколи раніше не бачив цих відбитків.
1789033228	Хто міг залишити ці сліди?
202187711	Хто тут крадеться?
1085187391	Треки. Краще стежити за ними.
1944060873	Хто дозволив погаснути світло?
237268403	Ідіоти! Світло!
1893385394	Я повинен все робити сам?
2009838222	Знову зі світлом!
2108635854	О, ти заплатиш!
228953129	Геть від мого посоха!
204676552	Це була помилка!
280847419	Пастки! Стережись!
191852096	Розставили пастки!
1388210659	Під ноги дивіться, довбні!
899368850	Снайпер!
228984779	Стрілець!
740977138	Вони влучно стріляють!
248854386	Відьма тут!
1925932487	Це відьма!
1748947354	Я знаю, що ти тут, Ізабель!
1796053590	Ідіот! Ти під її чарами!
84751004	Ви! Вона взялась за тебе!
333217423	Зупиніть це! Опирайтеся їй!
251303684	Зловмисник!
143097900	Як ти смієш!
444540159	Я бачу тебе!
1642132927	Нічне сміття!
546468416	Ви пошкодуєте про це!
1433352079	Треба було бігти!
270675320	Вас маршал прислав?!
9628966	Від мене не сховаєшся!
128851288	Містер Ковбой!
1234596221	Це містер Ковбой!
31805583	Господи, ти смердиш!
1574651767	Це волохата мавпа!
1265764464	Це міс О'Хара!
1740516422	Міс О'Хара, який сюрприз!
420559250	Це доктор МакКой!
1534933692	Приходьте за своїми грошима, докторе МакКой?!
197923969	Ізабель! Ось так сюрприз!
910483118	Повзаєш до мене, Ізабель? Шкода!
591259153	Запах вашого тіла видає вас.
1641076744	Вам подобається там?
2055411016	Скільки ти ще збираєшся там стояти?
1385413768	Хто з моїх гостей це втратив?
393804537	Хто залишив це валятися?
1062284104	Раніше такого не було!
1560459278	Не залишу це тут.
1751477529	Де я це бачив раніше...
1784764926	Я думаю, що це належить мені.
1493337522	Я не думаю, що відходи.
1909186069	Вона спить?!
647722521	Що вона там робить?!
1737246285	Він спить?!
1901815276	Що він там робить?
1412855313	Ми спимо на роботі?
2007161108	Що з тобою?
916079691	Ну, далеко він не зайшов.
1614834537	Здається, він такий.
473106361	Ну, далеко не зайшла.
1961202396	Здається, вона така.
646822338	Ти зрадник.
1761444179	Це був ти, чи не так?
1878855251	Ось і зрадник. Мій мій.
237481060	Ось і зрадник.
17636101	Ми розберемося з ним пізніше.
1944904529	Давайте поки що залишимо його тут.
759126685	Ми розберемося з нею пізніше.
667089479	Залишимо її тут.
238226326	Ми розберемося з вами пізніше.
879555403	Поки що залишайтеся на місці. Ми розберемося з тобою пізніше.
1978942643	Вони її зв'язали!
851224279	Здається, до неї добралися!
1517570203	Вони його зв'язали!
1529313265	Я бачу до нього добрались!
742149905	Отже, вони взяли верх над вами!
1071533503	Хто тебе зв'язав?
2041423786	Ти! Йди розслідуй.
2079499196	Хтось туди зараз!
1761497001	Подивіться на це. Перемістити його!
741284909	Де вона?
1771794158	Що її тримає?
1322699159	Вона залишає мене чекати.
67006466	Де він?
1343048559	Що його тримає.
667276149	Отже, він залишає мене чекати.
1414126201	Здається, мені доведеться чекати.
1264643628	Де ти. Час марнується.
506095499	Що тебе тримає?
1661124733	Гей! Прокидайся!
1332820510	Прокинься, добре?
1058536612	Вставай, ради Бога.
1288927396	Хто це зробив з тобою? Висловлюватися!
1980221633	Марний ідіот. Хто це зробив?!
352132655	Перестань шуміти, добре?
137010481	Ви намагаєтеся звільнитися.
446202037	Я дізнаюся, хто це робить.
985395987	Я чув дзвін монети?
624898316	Я впізнаю цей дзвін.
1718983697	Хто робить такий рекет?
571653234	Ви граєте в небезпечну гру.
532050061	Я тебе знайду.
1945401608	Добре, досить!
1288014195	Стрілянина!
2028646545	Це не феєрверк.
480288405	Ми під обстрілом.
1267674436	О, я це чув!
1332528485	Хто там?
571444925	Є хтось?
1016309161	Досить!
1079836656	Я дізнаюся, хто це робить.
169302793	Я змушу вас пошкодувати про це.
1052152850	Н-ні, напевно то був вітер.
800413995	Цей шум... вона тут?
2040550454	Цей звук... Це вона?
462174017	Що я роблю?
300528760	Ні, нічого.
652241538	Це смішно.
981969789	У мене немає на це часу.
1088424175	Це смішно.
1381684006	Це марна трата часу.
493409296	Я не терплю переривання.
1439739996	Це не в розкладі.
408736180	Обіцяю, я тебе знайду.
213145163	... Я відіб'ю твою голову.
1246203934	... Найбільша помилка, яку ви коли-небудь робили.
262109220	... Почекай, поки я тебе знайду.
1989332955	Тут хтось є?
1391336186	Давайте зробимо це швидко.
594787470	Ви витрачаєте мій час.
1238409292	Ви тільки погіршуєте ситуацію.
1875300633	Приховування вам не допоможе.
1770166612	Ми повинні зробити це зараз?
942732437	Ви лише продовжуєте неминуче.
804945341	Не змушуй мене заходити туди.
1398446800	Думаєш я не забрудниться?
1010131037	Сховався в декорі саду?
278355956	Чи знайду я тебе за цими дверима?
1857091222	Ці двері виглядають підозріло.
178151487	Давайте відчинимо ці двері.
1113602196	Нічого. Марна трата часу.
442101039	Я розберуся з тобою пізніше.
1753674666	Дуже добре. Повертаємося до гостей.
332598351	У мене зараз немає часу.
1744126171	У мене є важливіші справи.
684089007	Нехай цим займається хтось інший.
208883656	Це питання має пріоритет.
132089631	Хтось може впоратися з цим.
423948232	Це занадто далеко.
99076553	Я не в настрої гуляти.
1439200992	Ніби встигну туди поїхати.
1979340988	Ні, я потрібен на вулиці.
362875299	Ні, я маю впоратися з усіма надворі.
1821515628	У мене зараз немає часу заходити всередину.
46113766	Ні, туди не дістатися.
721485570	Це занадто важко.
2041546504	Там? Смішно.
1812586699	У нас немає на це часу?
511696960	Ти мене уникаєш?
684849312	Як ти смієш змушувати мені чекати!
1019198555	Це марна розмова.
1109664261	Ніколи вони мені не подобалися.
491055750	Викресліть їх зі списку гостей.
1791306829	А, ось ти!
583438478	Тобі треба так тинятися?
1326363176	Аварія?
430831352	Не кажи мені...
1974504592	Ідіоти!
1651834968	Як це сталося?
1265083368	Хто тут був на посту?
689179909	Мене оточують ідіоти?
1202939630	Залиште поки що. Не хвилюйтеся гостей.
360978347	Приберіть це після того, як гості підуть.
1613092866	Нехай гості цього не бачать.
660760458	...
1300628791	...
1752100989	...
74368390	...
564276259	...
1926427015	...
1370370351	...
235382167	...
2125858233	...
158702733	...
375484138	...
1484624915	...
1736841206	...
449935355	...
44934468	...
1902541142	Блін...
1394322482	Моя голова...
1939098287	Невелике спотикання...
954435956	Хм...
1481041920	Ну...
591052720	Це...?
860272488	Щось...
1643420733	Що, в ім'я Бога...?
408851692	Цікаво...
56750221	Ну а тепер...
409570170	Цікаво...
1484806052	Я бачу...?
1666395169	О?
1230630539	Хто вас сюди впустив?
326354771	Кот? О Боже...
271996246	Хтось приніс кота?
879653332	Ні, ні, я не маю їжі.
957834283	Так само як у неї.
1747027955	Я буду стежити за тобою.
1444263959	Біжи зараз.
1453725348	Треба послати когось, щоб зловити цю штуку.
244868824	... гади!
653229373	... недоумки!
1219628151	... серйозна помилка!
748819300	... цей запах ...
485379176	... вибачте.
1845262298	... вибачте.
469757349	Н-ні! ... Я слухаю...
244567012	Це вона! Я повинен... слухати...
1019535214	Її голос у моїй голові...
1507298399	Ти! Н-ні! ... так?
2107655984	Що я можу для вас зробити...?
1611355156	Моя увага...
774957985	Вам щось потрібно...?
305394347	Виходь... ти... так?
1735217189	Блін... я... я слухаю.
1829159243	Приємної розмови.
532745668	Моя спеціальність.
37391788	Можу говорити годинами.
645178327	Мене послухають.
718242854	Моє слово, їх команда.
1586465556	У мене більш ніж достатньо.
837367567	Я можу заощадити стільки.
1352956859	Вони прибіжать.
1902154468	Більше, ніж вони коли-небудь матимуть.
1689064435	Я заробив кожен цент.
1526017687	Звичайно.
1529721759	Залиште це мені.
1191980866	Це вже зроблено.
68662569	Я подбаю про це.
1286994677	Так.
776691725	Як завгодно.
51331123	Безумовно.
1279262191	Я на цьому.
1688140964	Дуже добре.
404385307	Зверну увагу.
654081491	Ні.
1348980014	Боюся, що ні.
568086333	Неможливо.
251187941	не можу.
1894354135	Це поза моїми можливостями.
177808790	Підійде.
2026475580	Згідно з інструкцією.
1789169659	Готово.
953403562	Доглянутий.
2005525130	Ти там.
1704883187	Слово.
877967253	Я маю з тобою поговорити.
537134640	Слухай.
819771057	Мій молодець.
344959370	Найкраще взяти це до відома.
2063229573	ми розуміємо один одного?
1932245716	Думаю, ви розумієте мою думку.
386775648	Дозвольте мені розповісти.
1236227568	Неодмінно продовжуйте.
1798475574	Не дозволяй мені тримати тебе.
2088173535	Біжи зараз, рубай рубай.
1268074017	Скромні інвестиції.
929943354	Цього має бути достатньо.
314553147	Викладемо пропозицію.
696842309	Повернення інвестицій.
1829004096	Відходи не.
1219083426	Я візьму це, дякую.
755561192	...
79653357	...
2033884235	...
748544497	...
563713071	Ч-що? Що сталося?
1855524731	Тьфу... щось у вині?
1753738118	Хм... це дуже дивно.
334362602	Га... Я не пам'ятаю, як був тут.
811499609	Так, так...
139982318	Ні... це не так...
129892242	Додайте до списку...
2146735133	Це потребує догляду...
550513612	Треба дотримуватися графіка.
973700004	Що б батько сказав...
217262855	Кому потрібен Френк...
1658069105	Гарне позбавлення...
551034644	На здоров'я!
1192660334	На здоров'я!
1543856651	Ось дивлюся на вас.
839011162	Я не пошкодував грошей.
750320948	А де я був?
203456593	Добре, де ми були.
1890741263	Як я вже казав.
752141871	Почекай... я тебе знаю?
1904631849	Що це... ти здається знайомим...
1260272422	Це... хто ти...
592966686	Припиніть це, або я вас видалю.
755615184	Здається, у нас тут є клоун.
1572402751	Не будь смішним, зауваж.
714144920	О, ні!
1762180751	Будь ласка, ні!
194421162	О Боже!
140568109	Ааааа!
1688651179	Допоможіть! Допоможіть!
1552467367	Хтось допоможіть!
1893151908	Хто завгодно! Допоможіть!
548180822	Мені треба звідси йти!
2090329709	Я не можу тут залишитися!
1627608269	Швидше!
483753970	Не рухайся ні на дюйм.
889379980	Чому це постійно відбувається?
1490848557	Це недобре.
669098849	Треба сховатися.
771029810	...!
542775624	...!
1330823300	...!
803486537	...!
1203930058	...!
445815432	...
840473379	...
1781624630	...
1978456035	...
1224690671	...
1591674151	...
2120322593	...
429432544	...
1026840037	...
115415411	...
620960258	...
682680827	...
527740094	...
260351262	...
49985582	...
1313355565	...!
673498762	...!
508932668	...
527030044	...
266575383	Вона мертва!
631797516	Зачекайте! Вона мертва!
2025427144	Господи. Він мертвий.
476040998	О святе, свято! Він жмур!
1294212533	Це труп!
2125915304	О, цей мертвий!
629305294	Його вбив один зі своїх.
1027670450	Один з охоронців убив його.
212655113	Її вбив один із охоронців.
546507246	Один з охоронців убив її.
1234665031	Це зробив один із охоронців. проклятий
2070475568	Мертвий. Це зробив один із охоронців.
549506185	Ой, що в біса?
1383649524	Ви жартуєте, правда?
1197557480	Ісусе!
129476208	Хто їх зробив?
734382902	Ніколи їх раніше не бачив.
654181546	Хто тут ходить?
562922501	Хто ті сліди залишив.
625680114	Кепсько. Згасло світло.
1278051298	Хто дозволив згаснути світло?
1883111036	Добре, що я маю чим його запалити.
1678872220	Знову зі світлом.
1259027863	Що трапилося?
1556567824	Ч-що?! Що його вразило?
981926918	Т-це ненормально!
544594049	Т-з тобою щось не так!
1283245285	Гей, це ненормально!
1697704330	Н-ні, припини це!
924245651	Може бути чогось вартий!
289903634	Звідки це взялося?
1866172367	Раніше такого не було!
1491918501	Я не можу залишити це там.
1336887699	Йди до татка.
342605812	Моя.
398850907	Це окупить сьогоднішню випивку.
897237594	О так.
1789838239	Хохо, мені пощастило.
370501895	Вона спить?
351377853	Що вона там робить?
1271903488	Він спить?
Що він там робить?
2033888742	Скажи, що з тобою?
1352788	Ми спимо?
1194129771	Хтось її зв'язав!
1195240214	Хтось до неї дістався!
1840463420	Хтось його зв'язав!
1997317986	Комусь весело!
256483506	Вас хтось добре зв'язав!
2098062156	Гей! Хто вас зв'язав?
199429745	Куди вона поділася?
321081668	Куди вона поділася?
1774084074	Хіба вона не була тут раніше?
109644708	Де він у біса?
2022064404	Куди він подівся?
598034724	Він щойно тут не був?
1973677047	Гей, куди подівся мій партнер?
1360856508	Змушує мене чекати, га?
1751990501	Гей! Що тебе тримає?
1402484361	Гей! Прокидайся!
424825386	Прокинься, хочеш?
375877512	Все гаразд?
1043164579	Хто це зробив з тобою?
633166019	Хто тебе так зв'язав, хм?
1015034952	Га?!
284439821	Що це за шум?
1127879614	Чув?
42030841	Гей, хто це робить?!
963737563	Це не смішно!
1426547493	Добре, досить!
130649768	Звідки це взялося!
327101215	Хто стріляє?!
247373608	Хтось стріляє в нас!
1082686957	Гей, я це чув!
843936458	Хто там?
1936600439	Є хтось?
850133657	Досить!
1346933117	Ти припини це, добре?
1506282997	Ми справді це робимо?
1647239674	Це було біс?
1707786502	Я збожеволію?
1413977066	Ах! Е...що?
1931070092	Що я роблю?
833548313	Неважливо.
788986343	Це дурість.
576584898	Що тут такого?
1074836479	Є хтось?
922989269	Привіт? Хтось?
785700905	Це не смішно, розумієш?
532614104	Давай, я не в настрої.
1024637678	Нічого. Ну добре.
30559669	Не можу нічого не зробити.
1412318143	Нічого. Тоді повернемося до нього.
2010574633	У мене є кращі справи.
913105252	Ні! Не можу вдіяти.
120519872	Ні, ти зроби це.
1657536147	Забагато ходити.
1971230290	Я не йду до кінця.
291568046	Я туди зараз не піду.
695537057	Я залишуся надворі.
1269470420	Не можу зараз туди зайти.
1772912962	Я туди зараз не піду.
813928509	Я залишуся всередині.
1682113785	Не можу зараз вийти на вулицю.
1335855725	Не видно шляху туди.
1563241784	Так, це забагато проблем.
593402099	Там? Ніяк ні!
498751310	Забрели, швидше за все.
984954715	Може пішов за дерево пописати!
804356235	Гаразд. Хрін з тобою.
849635496	Ось ти! Ісусе!
651891295	Чому ти так заблукав?
526032849	Ого. Ви налякали мене до біса!
268562650	Ні! Ісусе Йосафате!
162484668	Господи!
112210907	До біса!
993680937	Серйозно!? Цього не може бути!
1674627640	О лайно...
1945035026	Тут нічого не можна зробити.
998731695	Соромно.
496730411	Такий безлад.
1307858805	Ми тут нічого не можемо зробити, крім молитви.
1174452870	...
1552575507	...
2015594865	...
1354494775	...
777363350	...
733711428	...
495509061	...
941775966	...
644255529	...
1970793678	...
660237473	...
666056064	...
1658663494	...
2141922626	...
1302804600	...
2070072574	...
1125730362	...
2056448393	...
1319185907	...
1195289046	Ой...
1690046470	Тьфу, моя голова...
410346505	Що... Хто...
576128147	Хм...
1903436339	Що...
478417575	Що це?
631154952	Щось...
280158698	Що за...
2071823784	В біса?
9873093	Гей...
2069117547	Привіт...
1589515395	Це...?
687887681	Що...?
185902500	Хм...
1605168572	Ухх...
1507745846	Привіт, маленький миша!
1863538107	Хіба ти не милий хлопець?
1089261542	Хо! привіт! звідки ти взявся
538387753	Хе-Хе, ти полюєш на мишей?
273436868	До зустрічі!
834958987	Хе, мила штучка.
1033440499	Будь уважним, друже.
1158979601	...Мати Христова!
1776412485	...Чорт, мої очі!
1189834946	...Я знав, що це погана ідея!
537623693	...
1142504687	...
1925809408	...
1487004701	Почуваюся дивно...
1509705973	Що відбувається...
1022951998	Хе-Хе... Смішно...
754300707	Голоси в моїй голові...
156677806	Шепіт, шепот...
1750834079	Я слухаю... Мушу послухати...
959496995	Я думаю... Що я думаю?
1635847939	Ой, я в порядку...
1260230884	Я точно все бачу зараз...
299270225	Є ще хтось...
992477477	Ви називаєте моє ім'я...
1387536295	Не можу... мислити... правильно...
1531816012	Мені страшно...
2130508719	Це страшно...
1796874148	Треба викликати допомогу...
1241749795	Вони повинні прийти...
532799997	мені потрібна допомога...
1452113419	Звіііісно.
2021057852	В дорозі.
660187994	Я чую.
1409072175	О так.
1286129579	Ага.
1691063874	Так.
489774037	Так.
105454503	Я-я зроблю це.
961246188	Добре.
153896801	Добре.
921781437	Ууууу...
1309838059	Де...Як...
1755293835	Я...не знаю...
1716515130	Ні... Ні, ні...
1877367341	Ні... Не бачу...
771874463	Таке, так?
691719329	Я отримав це...
299395148	Так, готово...
611431658	Ось так...
279528106	О, ні!
1363208038	Ні, будь ласка!
660715482	О Боже!
817344681	Аааа!
265749188	Допоможіть! Допоможіть!
1055660051	Хтось допоможіть!
995091481	Допоможіть! Хто завгодно!
151463773	...
300672727	...
1530003868	...
1039624390	...
2047393564	Ч-чекай, що щойно сталося?
129408271	Га... Це було справді дивно...
385332142	Отже...як я сюди потрапив?
1928332023	Га... Що сталося?
2056513203	Ха-ха-ха, я можу тобі допомогти, любий?
95308602	Чим я можу тобі допомогти?
1830949320	О, звичайно, чим я можу допомогти?
2061628104	Чому, привіт. Ти чудова.
1120980046	Ще щось потрібно?
1412895450	Звичайно, я отримав те, що вам потрібно.
872927436	Ого, я слухаю.
1684523595	Так, я зрозумів вас, міс.
91428724	Що кажете, міс.
423608754	Приємно з вами спілкуватися.
1500966040	До зустрічі.
201875679	Бережіть себе.
330442510	Звичайно, удачі тобі.
14542165	Сер?
1431898696	Я, сер?
1891062347	Так, сер, містере ДеВітт, сер?
1477887954	Ви маєте на увазі мене, сер?
293171875	Звичайно, містере Девітт.
834107570	Зрозуміло, сер.
771068233	Абсолютно, сер.
111460572	Звичайно, містере ДеВітт.
1621714726	Гаразд, бос.
1005033895	Дякую, сер.
526566574	Я запам'ятаю ваші слова, сер.
203214726	Боже, яка трикопійка.
2057333656	Добре!
2059172100	О, ну, звичайно!
858318731	Я йду, хе-хе.
842675602	Гаразд, поведи.
133604362	Щаслива сука.
647036581	Подивіться на себе!
169303897	Щасливчик.
503034639	Веселіться, ви двоє.
1047832250	Вибачте, мені потрібно повернутися.
503537287	Н-ні ні, я не повинен.
461533409	Мені справді потрібно повернутися.
698814559	Ні, моя дружина вбила б мене.
2078435664	Дитинча, майже готово за день...
1158488713	Ахх, спину знову щемить...
1758126643	Хлопчику, я міг би більше спати...
13311229	Все тихо.
1180900193	Тут нічого поганого.
844219070	Проклятий свербіж.
823054015	Мені нудно.
1171062852	Мені потрібні нові туфлі.
1217030232	Добре...
957021216	Блін. Мало не забув...
260342572	...
978047408	...
335366909	...
1649474311	...
753526022	...
857381197	...
1043194248	...
574459139	...
555675959	...
1579624833	...
1588644804	На здоров'я!
97170915	Хех, до дна!
2061983348	Вниз люк!
1243078593	Ось тобі бруд в очі!
352484625	Здається, Френк у хорошому настрої.
1266814926	Коли ми поїдемо?
188201284	Прокляті бандити...
1968593464	Ти мене не зрозумієш!
1624973795	Сподіваюся, що буде тихо...
1656613247	Вже пізно...
1435811425	Ох... Вельможи.
803481615	Це день весілля.
1815168417	Помер мер...
160027609	Вбивця все ще на волі.
931554045	Проклятий дощ.
1016882657	...! Велике ранчо.
941744069	Ах, зміна майже закінчилася.
775101418	Ха... Тут холодно...
761304060	Ми застрягли тут.
1479162283	Га... Холодні руки.
1651796088	Мені не пускати очей.
83139676	Френк злий.
1562242393	Це була дика ніч.
2075295432	До біса ці незнайомці.
1921866497	Третій улов цього місяця.
1327397898	Хе, дівчина мені подобається.
776336185	Ах, Новий Орлеан.
797864828	Люблю нічне місто.
1639378646	Я хочу піти звідси.
1967487301	Ти не можеш цього зробити зі мною.
649985126	Я наскрізь мокрий.
1722887147	Щось відбувається.
144697151	Так втомився.
2032057198	Я не можу більше...
1592428904	Чого вони всі тут хочуть?
297536497	Прокляті незнайомці.
614625708	Блін, жарко.
696072087	Подивіться на цих модників.
719065856	Все по графіку.
1608146710	Це життя.
445835136	Як у старі добрі часи.
1308192785	Гей, як справи?
386837316	Все в порядку.
745996483	Привіт.
2015670863	Привіт.
929047574	Як ти тримаєшся?
1850282191	Я в порядку.
733864984	Щось не так?
1420908823	Нічого.
1884884578	Ти куриш?
191589003	Вибач, ні.
888651243	Ти хочеш випити пізніше?
1396553097	Звичайно.
297516615	Є проблеми?
634412588	Нах.
675115197	Готові до гри у карти пізніше?
1220737273	Хе, завжди.
678278154	Як справи?
1285460911	...Не питай.
1007896959	Коли ми катаємось?
1760552701	Не знаю. скоро.
1203286750	Гей, де випивка?
570369904	Закінчився вчора.
145962558	Хто допоможе?
1714073299	Ми повинні почекати і побачити.
184420272	Ненавиджу бандитів.
1683267159	Нас двоє.
169501826	Робітники створюють проблеми?
1126307118	Не більше звичайного.
365278353	Ти в порядку?
927108486	Так, впораюся.
1054705238	Як справи?
856505925	Майже готові до весілля.
1337005302	Бачите сукню нареченої?
1795144458	Так. Виглядає дорого.
733749545	Ви щось бачите?
331920333	Ні, і не хочу.
253343907	Мер Хіггінс мертвий.
1490816363	Це трагедія.
665822463	Велике ранчо, га?
1516948694	Я бачив більше.
1884707244	Був дощ, га?
942095769	Ви зроблені з цукру чи що?
584583294	Мороз!
140600418	Думаю, я застудився.
2080882179	Ви чули про Флагстон?
2123720088	Так. Містяни рознервувалися.
574742714	Думаєш, він був один?
933846796	Не можу бути впевненим. Будь гострою.
1835147000	Бачиш хлопця?
1036207264	Так. Проклятий мисливець за головами.
783829071	Є уявлення, що відбувається?
371923642	Мої гроші на болотних відьом.
2114089369	Думаєш це правда? Справжній диявол?
839500131	Я не хочу про це думати.
1949628177	Ти думаєш, ми можемо мати дівчину?
